City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
444,san luis de la loma,17.2706,-100.8939,26.44,88,100,3.85,MX,1691166969
445,bom jardim,-7.7958,-35.5872,28.74,41,41,5.38,BR,1691166969
446,hacienda huancane,-15.8222,-70.8856,8.71,28,4,0.52,PE,1691166974
447,mar del plata,-38.0023,-57.5575,14.41,38,0,4.12,AR,1691166975
448,qoryooley,1.7878,44.53,24.11,84,85,6.58,SO,1691166975
449,praia,14.9215,-23.5087,29.3,74,20,4.63,CV,1691166975
450,nabire,-3.3667,135.4833,23.06,94,100,1.8,ID,1691166975
451,latacunga,-0.9333,-78.6167,16.19,67,75,7.2,EC,1691166878
452,ust'-barguzin,53.45,108.9833,14.35,84,66,2.45,RU,1691166976
453,puerto penasco,31.3167,-113.5333,31.62,78,0,2.68,MX,1691166976
454,mount gambier,-37.8333,140.7667,9.16,70,93,3.79,AU,1691166976
455,wuyishan,28.0047,117.8114,26.81,89,3,1.67,CN,1691166976
456,vilyuysk,63.7553,121.6247,15.47,68,100,2.58,RU,1691166976
457,haiku-pauwela,20.9219,-156.3051,23.91,78,20,4.12,US,1691166977
458,la reforma,25.0833,-108.05,32.72,61,1,3.07,MX,1691166977
459,dryden,49.7833,-92.7503,23.16,56,0,1.54,CA,1691166977
460,kegeyli shahar,42.7767,59.6078,35.05,23,9,8.5,UZ,1691166977
461,macau,22.2006,113.5461,31.03,84,20,5.14,MO,1691166697
462,mulayjah,27.271,48.4242,36.66,10,0,1.08,SA,1691166978
463,nalgonda,17.05,79.2667,27.26,71,70,3.04,IN,1691166872
464,jalpatagua,14.1417,-90.0086,30.59,62,65,2.85,GT,1691166978
465,opuwo,-18.0607,13.84,22.56,19,3,3.08,NA,1691166979
466,victoria falls,-17.9235,25.843,16.99,43,0,1.77,ZW,1691166979
467,masterton,-40.9597,175.6575,6.6,97,82,1.87,NZ,1691166979
468,ivdel',60.6911,60.4206,17.81,95,84,2.08,RU,1691166745
469,tchintabaraden,15.8969,5.7985,37.97,28,27,2.25,NE,1691166980
470,kolonia,50.9333,6.95,21.9,67,40,5.14,DE,1691166807
471,adrasmon,40.6472,69.9856,22.9,19,13,3.4,TJ,1691166980
472,doka,13.5167,35.7667,27.02,67,23,2.41,SD,1691166981
473,minas,-34.3759,-55.2377,16.78,43,49,3.36,UY,1691166981
474,moyobamba,-6.05,-76.9667,30.68,36,6,1.01,PE,1691166981
475,tsengel,49.4783,100.8894,15.21,74,99,0.76,MN,1691166981
476,vozhega,60.4725,40.2213,18.47,95,75,2.29,RU,1691166982
477,laminusa,5.5549,120.9136,28.81,76,3,3.99,PH,1691166982
478,galle,6.0367,80.217,26.85,85,52,4.42,LK,1691166982
479,markovo,57.3206,107.0881,15.14,93,14,1.32,RU,1691166983
480,kabalo,-6.05,26.9167,28.89,35,39,1.79,CD,1691166983
481,tafi viejo,-26.732,-65.2592,17.91,52,0,1.03,AR,1691166983
482,safi,32.1667,-8.8333,31.86,25,0,9.08,MA,1691166983
483,salinas,36.6777,-121.6555,16.41,87,100,2.06,US,1691166755
484,marang,5.2056,103.2059,27.95,88,70,2.64,MY,1691166985
485,flying fish cove,-10.4217,105.6791,24.82,88,100,6.17,CX,1691166985
486,mitchell,43.7094,-98.0298,28.19,69,0,3.6,US,1691166976
487,pointe-noire,-4.7761,11.8635,24.04,73,75,4.12,CG,1691166986
488,pad idan,26.7748,68.302,33.3,56,99,7.93,PK,1691166986
489,arraial do cabo,-22.9661,-42.0278,24.98,65,75,4.63,BR,1691166986
490,lazaro cardenas,17.9583,-102.2,25.6,92,100,3.6,MX,1691166987
491,levis,46.8033,-71.1779,20.18,94,100,4.12,CA,1691166986
492,concepcion,-36.827,-73.0498,10.89,50,0,6.17,CL,1691166787
493,bhag,29.0415,67.8239,40.0,34,11,6.88,PK,1691166987
494,douz,33.4663,9.0203,45.47,8,0,6.8,TN,1691166987
495,al mindak,20.1588,41.2834,31.78,39,57,0.44,SA,1691166988
496,fada,9.5667,8.3,23.74,89,68,1.27,NG,1691166988
497,ed damer,17.5928,33.9592,37.36,28,8,3.08,SD,1691166989
498,ciudad lazaro cardenas,17.9583,-102.2,25.6,92,100,3.6,MX,1691166987
499,sola,-13.8833,167.55,22.88,89,100,4.61,VU,1691166989
500,ilha de mocambique,-15.0342,40.7358,24.48,76,37,5.39,MZ,1691166989
501,kuragino,53.8975,92.6725,18.28,87,100,0.5,RU,1691166989
502,azangaro,-14.9167,-70.2167,13.92,30,5,0.48,PE,1691166990
503,rechka-vydrino,51.485,104.8461,14.31,98,100,2.38,RU,1691166990
504,boca suno,-0.7167,-77.1333,24.77,53,85,0.34,EC,1691166990
505,bafia,4.75,11.2333,23.72,94,39,2.05,CM,1691166957
506,porto novo,6.4965,2.6036,26.9,77,66,4.86,BJ,1691166749
507,mogadishu,2.0371,45.3438,24.88,87,69,7.81,SO,1691166991
508,palpa,-14.5336,-75.1856,26.75,35,2,3.01,PE,1691166991
509,mbanza kongo,-6.267,14.2401,30.05,25,2,1.89,AO,1691166991
510,berezovo,63.9381,65.0419,22.71,62,95,3.94,RU,1691166992
511,coronel suarez,-37.4547,-61.9334,15.58,20,1,4.04,AR,1691166992
512,soio,-6.1349,12.3689,21.98,84,16,3.61,AO,1691166992
513,ust'-uda,54.1742,103.0304,17.53,85,100,0.63,RU,1691166806
514,magong,23.5654,119.5863,28.98,86,100,12.64,TW,1691166992
515,al artawiyah,26.5053,45.3444,35.34,8,0,4.37,SA,1691166993
516,ulsteinvik,62.3432,5.8487,14.5,92,100,2.24,NO,1691166993
517,tsiombe,-25.3,45.4833,20.0,56,0,8.05,MG,1691166993
518,biryusinsk,55.9634,97.8235,14.28,96,43,2.14,RU,1691166743
519,vermilion,40.1667,-87.7506,31.98,56,0,0.0,US,1691166993
520,sur,22.5667,59.5289,32.87,56,100,4.73,OM,1691166993
521,tukrah,32.5341,20.5791,28.1,69,0,4.96,LY,1691166994
522,la'ie,21.6477,-157.9253,24.5,77,21,5.37,US,1691166994
523,nizao,18.25,-70.2,34.09,59,99,6.01,DO,1691166994
524,quatre cocos,-20.2078,57.7625,21.16,82,76,9.72,MU,1691166994
525,holualoa,19.6228,-155.9522,21.54,75,0,2.57,US,1691166995
526,aldama,22.9167,-98.0667,32.66,47,97,3.85,MX,1691166995
527,umm kaddadah,13.6017,26.6876,31.88,43,89,4.07,SD,1691166995
528,talodi,10.6325,30.3797,27.57,61,87,0.73,SD,1691166995
529,bonnyville,54.2668,-110.735,16.89,50,7,5.31,CA,1691166996
530,sisimiut,66.9395,-53.6735,6.82,81,98,3.37,GL,1691166996
531,tazacorte,28.629,-17.9293,25.54,69,20,6.69,ES,1691166996
532,tuburan,6.6439,122.2736,27.66,82,30,2.37,PH,1691166996
533,nyurba,63.2842,118.3319,16.09,59,100,2.65,RU,1691166996
534,turpan,42.9333,89.1667,38.39,12,2,1.18,CN,1691166997
535,aljezur,37.3191,-8.8033,24.14,49,2,6.83,PT,1691166997
536,garoowe,8.4054,48.4845,31.09,31,21,9.41,SO,1691166997
537,ensisheim,47.867,7.3521,20.45,81,91,0.45,FR,1691166997
538,santiago,-33.4569,-70.6483,27.38,28,0,1.03,CL,1691166281
539,yuzhno-kurilsk,44.0306,145.8556,14.46,98,100,3.83,RU,1691166998
540,irymple,-34.25,142.1667,6.72,90,2,4.61,AU,1691166998
541,poronaysk,49.2167,143.1167,12.33,92,74,2.01,RU,1691166998
542,khandyga,62.6667,135.6,11.82,80,20,0.94,RU,1691166998
543,veseloyarsk,51.2836,81.1056,20.4,65,18,3.11,RU,1691166998
544,sabang,5.8933,95.3214,28.14,76,54,6.34,ID,1691166999
545,upper hutt,-41.1383,175.0502,10.96,93,84,4.88,NZ,1691166999
546,takoradi,4.8845,-1.7554,24.52,84,99,4.15,GH,1691166999
547,neyshabur,36.2133,58.7958,29.75,19,0,5.21,IR,1691166913
548,yurgamysh,55.3714,64.4656,19.1,78,51,2.02,RU,1691167000
549,cooper's town,26.8667,-77.5167,28.34,71,11,4.13,BS,1691167000
550,palermo,37.8167,13.5833,30.87,41,0,1.59,IT,1691166808
551,hohhot,40.8106,111.6522,21.62,83,20,2.0,CN,1691166955
552,kindu,-2.95,25.95,28.01,39,63,0.59,CD,1691167001
553,nar'yan-mar,67.6713,53.087,24.64,60,49,4.15,RU,1691167001
554,forster,-32.1667,152.5167,7.99,99,100,2.42,AU,1691167001
555,kapa'a,22.0752,-159.319,26.18,78,40,5.66,US,1691167001
556,ocean shores,46.9737,-124.1563,19.42,83,0,2.24,US,1691167001
557,morondava,-20.2833,44.2833,24.17,68,7,6.07,MG,1691167002
558,shar,49.5886,81.0453,23.86,51,25,2.54,KZ,1691167002
559,meadow lakes,61.6247,-149.6011,13.94,83,100,1.54,US,1691167002
560,bol'shoye boldino,55.0059,45.3142,22.92,74,58,2.21,RU,1691167002
561,natal,-5.795,-35.2094,30.36,58,20,8.75,BR,1691166920
562,seaside,36.6111,-121.8516,16.09,93,100,3.58,US,1691167003
563,fumel,44.4986,0.9651,22.55,44,88,6.29,FR,1691167003
564,kembe,4.6228,21.8865,22.5,93,100,1.83,CF,1691167003
565,al kawa,13.7463,32.4996,32.57,43,84,5.06,SD,1691167003
566,santa ana de yacuma,-13.75,-65.4333,32.97,46,40,2.06,BO,1691167003
567,shenjiamen,29.9576,122.298,26.39,94,99,6.99,CN,1691167003
568,nago,26.5881,127.9761,26.92,89,100,16.16,JP,1691167004
569,touros,-5.1989,-35.4608,28.76,53,7,8.21,BR,1691167004
570,baiti,13.745,-14.7482,35.88,43,79,0.85,SN,1691167004
571,vega de alatorre,20.0333,-96.6333,29.89,65,100,2.58,MX,1691167004
572,eyl,7.9803,49.8164,25.69,78,22,12.97,SO,1691167005
573,jinchang,38.4953,102.1739,27.44,45,29,1.79,CN,1691167005
574,el nido,11.1858,119.3956,27.37,83,66,3.67,PH,1691167005
575,hasanbeyli,37.1372,36.5593,23.35,80,0,3.52,TR,1691167005
576,wang sai phun,16.3885,100.538,27.12,86,100,1.29,TH,1691167005
